Customer ID,Signup Date,Acquisition Month,Channel,CAC CAD,Activated,Activation Date,Active Day 30,Active Day 60,Active Day 90,Active Day 180,Days Active,Monthly Revenue CAD,Customer Segment
NP01910,2024-05-02,2024-05,Paid Social,87.89,No,,No,No,No,No,0,0,Churned
NP01452,2024-05-03,2024-05,Organic Search,38.35,Yes,2024-05-03,Yes,Yes,Yes,No,104,28.63,High Value
NP01748,2024-05-03,2024-05,Organic Search,34.35,Yes,2024-05-03,Yes,No,No,No,12,4.617,Churned
NP01850,2024-05-03,2024-05,Paid Social,104.29,Yes,2024-05-06,No,No,No,No,2,4.659,Churned
NP02142,2024-05-03,2024-05,Organic Search,40.86,Yes,2024-05-06,Yes,Yes,No,No,36,1.017,Churned
NP02358,2024-05-03,2024-05,Paid Social,67.47,No,,No,No,No,No,0,0,Churned
NP00025,2024-05-04,2024-05,Paid Social,63.48,Yes,2024-05-07,No,No,No,No,1,5.3340000000000005,Churned
NP00765,2024-05-04,2024-05,Referral,48.84,Yes,2024-05-05,Yes,Yes,Yes,Yes,177,18.93,Medium Value
NP01303,2024-05-04,2024-05,Referral,48.12,Yes,2024-05-05,Yes,Yes,Yes,No,88,17.08,Medium Value
NP00402,2024-05-05,2024-05,Paid Social,95.12,Yes,2024-05-05,Yes,Yes,No,No,55,0,Churned
NP00900,2024-05-05,2024-05,Paid Social,92.18,No,,No,No,No,No,0,0,Churned
NP01125,2024-05-05,2024-05,Paid Social,97.89,No,,No,No,No,No,0,0,Churned
NP01276,2024-05-05,2024-05,Paid Social,71.7,Yes,2024-05-07,Yes,Yes,No,No,38,2.952,Churned
NP01729,2024-05-05,2024-05,Email Campaign,25.65,No,,No,No,No,No,0,0,Churned
NP02372,2024-05-05,2024-05,Email Campaign,21.83,Yes,2024-05-06,Yes,Yes,No,No,41,2.544,Churned
NP00466,2024-05-06,2024-05,Referral,65.48,Yes,2024-05-07,Yes,Yes,Yes,Yes,130,22.65,Medium Value
NP00615,2024-05-06,2024-05,Referral,37.93,Yes,2024-05-06,No,No,No,No,4,8.556,Churned
NP00925,2024-05-06,2024-05,Paid Social,48.2,Yes,2024-05-09,No,No,No,No,3,3.546,Churned
NP02051,2024-05-06,2024-05,Paid Social,81.21,No,,No,No,No,No,0,0,Churned
NP02212,2024-05-06,2024-05,Paid Social,94.31,Yes,2024-05-07,No,No,No,No,1,4.2,Churned
NP00389,2024-05-07,2024-05,Email Campaign,25.58,Yes,2024-05-08,No,No,No,No,3,2.262,Churned
NP00678,2024-05-07,2024-05,Organic Search,37.65,Yes,2024-05-09,Yes,Yes,Yes,No,108,21.48,Medium Value
NP00715,2024-05-07,2024-05,Paid Social,62.63,No,,No,No,No,No,0,0,Churned
NP01013,2024-05-07,2024-05,Organic Search,32.31,No,,No,No,No,No,0,0,Churned
NP01023,2024-05-07,2024-05,Paid Social,65.19,Yes,2024-05-10,No,No,No,No,8,4.413,Churned
NP01197,2024-05-07,2024-05,Referral,57.22,Yes,2024-05-10,Yes,Yes,Yes,Yes,136,16.03,Medium Value
NP01889,2024-05-07,2024-05,Organic Search,36.3,Yes,2024-05-07,Yes,No,No,No,15,7.962,Churned
NP01928,2024-05-07,2024-05,Paid Social,62.78,No,,No,No,No,No,0,0,Churned
NP02029,2024-05-07,2024-05,Email Campaign,10.46,No,,No,No,No,No,0,0,Churned
NP02043,2024-05-07,2024-05,Paid Social,60.17,No,,No,No,No,No,0,0,Churned
NP00252,2024-05-08,2024-05,Email Campaign,17.36,Yes,2024-05-09,Yes,Yes,Yes,Yes,149,0,Low Value
NP00316,2024-05-08,2024-05,Organic Search,43.74,No,,No,No,No,No,0,0,Churned
NP00766,2024-05-08,2024-05,Paid Social,74.59,Yes,2024-05-08,No,No,No,No,2,5.031,Churned
NP01234,2024-05-08,2024-05,Paid Social,76.92,No,,No,No,No,No,0,0,Churned
NP01520,2024-05-09,2024-05,Referral,45.12,No,,No,No,No,No,0,0,Churned
NP01523,2024-05-09,2024-05,Organic Search,54.03,Yes,2024-05-11,Yes,No,No,No,26,6.108,Churned
NP00189,2024-05-10,2024-05,Referral,43.68,Yes,2024-05-11,Yes,Yes,Yes,Yes,162,14.94,Medium Value
NP00399,2024-05-10,2024-05,Paid Social,95.07,No,,No,No,No,No,0,0,Churned
NP00926,2024-05-10,2024-05,Referral,56.2,Yes,2024-05-13,Yes,Yes,Yes,Yes,148,18.41,Medium Value
NP00384,2024-05-11,2024-05,Referral,70.42,Yes,2024-05-12,Yes,Yes,No,No,33,6.590999999999999,Churned
NP01799,2024-05-11,2024-05,Paid Social,117.56,Yes,2024-05-12,Yes,Yes,Yes,No,101,18.46,Medium Value
NP02324,2024-05-11,2024-05,Organic Search,39.07,No,,No,No,No,No,0,0,Churned
NP00597,2024-05-12,2024-05,Paid Social,72.98,Yes,2024-05-14,Yes,No,No,No,11,9.333,Churned
NP00920,2024-05-12,2024-05,Paid Social,85.02,No,,No,No,No,No,0,0,Churned
NP01507,2024-05-12,2024-05,Organic Search,42.56,Yes,2024-05-13,Yes,Yes,Yes,Yes,138,12.66,Medium Value
NP00039,2024-05-13,2024-05,Referral,49.34,Yes,2024-05-14,Yes,Yes,Yes,Yes,152,30.08,High Value
NP00041,2024-05-13,2024-05,Paid Social,78.4,Yes,2024-05-13,No,No,No,No,9,2.196,Churned
NP00365,2024-05-13,2024-05,Referral,33.28,Yes,2024-05-15,Yes,Yes,Yes,Yes,127,32.55,High Value
NP01791,2024-05-13,2024-05,Paid Social,53.23,Yes,2024-05-15,No,No,No,No,3,1.2570000000000001,Churned
NP02298,2024-05-13,2024-05,Paid Social,115.04,No,,No,No,No,No,0,0,Churned
NP00086,2024-05-14,2024-05,Referral,45.54,Yes,2024-05-14,Yes,Yes,Yes,No,75,17.57,Medium Value
NP00544,2024-05-14,2024-05,Paid Social,107.05,No,,No,No,No,No,0,0,Churned
NP01236,2024-05-14,2024-05,Paid Social,123.32,Yes,2024-05-16,Yes,Yes,Yes,Yes,130,0,Low Value
NP01756,2024-05-14,2024-05,Email Campaign,21.96,No,,No,No,No,No,0,0,Churned
NP02045,2024-05-14,2024-05,Paid Social,67.27,No,,No,No,No,No,0,0,Churned
NP02047,2024-05-14,2024-05,Organic Search,31.42,No,,No,No,No,No,0,0,Churned
NP02195,2024-05-14,2024-05,Organic Search,52.52,No,,No,No,No,No,0,0,Churned
NP01264,2024-05-15,2024-05,Email Campaign,21.98,Yes,2024-05-16,Yes,Yes,Yes,Yes,142,8.27,Low Value
NP01483,2024-05-15,2024-05,Paid Social,83.27,Yes,2024-05-18,No,No,No,No,6,5.9639999999999995,Churned
NP01831,2024-05-15,2024-05,Paid Social,70.42,No,,No,No,No,No,0,0,Churned
NP00020,2024-05-16,2024-05,Organic Search,39.37,Yes,2024-05-17,Yes,Yes,Yes,Yes,169,14.42,Medium Value
NP00759,2024-05-16,2024-05,Referral,28.38,Yes,2024-05-16,Yes,Yes,Yes,Yes,141,34.17,High Value
NP00838,2024-05-16,2024-05,Organic Search,33.9,Yes,2024-05-19,No,No,No,No,6,7.199999999999999,Churned
NP01924,2024-05-16,2024-05,Paid Social,80.08,Yes,2024-05-19,Yes,No,No,No,23,3.147,Churned
NP01938,2024-05-16,2024-05,Paid Social,97.02,Yes,2024-05-19,No,No,No,No,4,2.9789999999999996,Churned
NP02151,2024-05-16,2024-05,Paid Social,51.03,No,,No,No,No,No,0,0,Churned
NP02270,2024-05-16,2024-05,Paid Social,110.37,No,,No,No,No,No,0,0,Churned
NP00202,2024-05-17,2024-05,Email Campaign,15.1,No,,No,No,No,No,0,0,Churned
NP00440,2024-05-17,2024-05,Paid Social,46.9,No,,No,No,No,No,0,0,Churned
NP00499,2024-05-17,2024-05,Paid Social,62.76,Yes,2024-05-18,Yes,Yes,Yes,Yes,162,25.51,High Value
NP00554,2024-05-17,2024-05,Paid Social,107.78,Yes,2024-05-17,Yes,Yes,Yes,Yes,150,21.52,Medium Value
NP01047,2024-05-17,2024-05,Paid Social,76.25,No,,No,No,No,No,0,0,Churned
NP01076,2024-05-17,2024-05,Organic Search,59.18,No,,No,No,No,No,0,0,Churned
NP01270,2024-05-17,2024-05,Organic Search,34.02,Yes,2024-05-20,Yes,Yes,Yes,No,91,33.03,High Value
NP02267,2024-05-17,2024-05,Referral,63.95,Yes,2024-05-18,Yes,Yes,Yes,Yes,145,28.19,High Value
NP00355,2024-05-18,2024-05,Referral,63.11,No,,No,No,No,No,0,0,Churned
NP01312,2024-05-18,2024-05,Paid Social,87.47,Yes,2024-05-19,Yes,Yes,Yes,Yes,164,31.35,High Value
NP01319,2024-05-18,2024-05,Paid Social,122.34,No,,No,No,No,No,0,0,Churned
NP01456,2024-05-18,2024-05,Paid Social,89.94,No,,No,No,No,No,0,0,Churned
NP01682,2024-05-18,2024-05,Paid Social,105.95,Yes,2024-05-21,No,No,No,No,7,4.791,Churned
NP00782,2024-05-19,2024-05,Referral,69.81,Yes,2024-05-22,Yes,Yes,Yes,Yes,141,36.32,High Value
NP00854,2024-05-19,2024-05,Organic Search,48.19,Yes,2024-05-19,No,No,No,No,7,9.81,Churned
NP01117,2024-05-19,2024-05,Referral,47.02,Yes,2024-05-22,Yes,No,No,No,18,7.361999999999999,Churned
NP01334,2024-05-20,2024-05,Paid Social,73.59,Yes,2024-05-23,No,No,No,No,3,4.395,Churned
NP01454,2024-05-20,2024-05,Paid Social,57.69,Yes,2024-05-20,Yes,Yes,Yes,Yes,168,2.01,Low Value
NP01724,2024-05-20,2024-05,Email Campaign,18.33,No,,No,No,No,No,0,0,Churned
NP02178,2024-05-20,2024-05,Paid Social,71.97,Yes,2024-05-23,No,No,No,No,5,4.128,Churned
NP00137,2024-05-21,2024-05,Email Campaign,9.9,Yes,2024-05-23,No,No,No,No,6,2.64,Churned
NP00760,2024-05-21,2024-05,Organic Search,44.3,Yes,2024-05-21,No,No,No,No,9,3.183,Churned
NP01083,2024-05-21,2024-05,Organic Search,25.2,Yes,2024-05-21,No,No,No,No,1,8.706,Churned
NP01789,2024-05-21,2024-05,Referral,75.43,No,,No,No,No,No,0,0,Churned
NP02117,2024-05-21,2024-05,Organic Search,50.98,Yes,2024-05-23,Yes,No,No,No,27,0.576,Churned
NP00774,2024-05-22,2024-05,Email Campaign,25.06,No,,No,No,No,No,0,0,Churned
NP01773,2024-05-22,2024-05,Paid Social,119.31,Yes,2024-05-22,No,No,No,No,10,2.6039999999999996,Churned
NP02234,2024-05-22,2024-05,Referral,52.71,Yes,2024-05-25,Yes,No,No,No,27,10.697999999999999,Churned
NP00424,2024-05-23,2024-05,Organic Search,38.51,Yes,2024-05-23,Yes,Yes,Yes,No,106,24.94,Medium Value
NP01813,2024-05-23,2024-05,Paid Social,75.11,No,,No,No,No,No,0,0,Churned
NP01923,2024-05-23,2024-05,Paid Social,62.48,No,,No,No,No,No,0,0,Churned
NP00104,2024-05-24,2024-05,Paid Social,88.33,Yes,2024-05-27,Yes,Yes,Yes,Yes,152,14.71,Medium Value
NP00145,2024-05-24,2024-05,Paid Social,95.06,No,,No,No,No,No,0,0,Churned
NP00736,2024-05-24,2024-05,Email Campaign,20.46,Yes,2024-05-24,Yes,Yes,No,No,56,0,Churned
NP01557,2024-05-24,2024-05,Email Campaign,24.47,Yes,2024-05-27,Yes,Yes,No,No,35,2.8349999999999995,Churned
NP01153,2024-05-25,2024-05,Organic Search,17.34,Yes,2024-05-25,No,No,No,No,9,0.48,Churned
NP01635,2024-05-26,2024-05,Paid Social,94.43,Yes,2024-05-26,No,No,No,No,9,5.898,Churned
NP00167,2024-05-27,2024-05,Paid Social,49.94,Yes,2024-05-29,No,No,No,No,10,7.2989999999999995,Churned
NP00233,2024-05-27,2024-05,Paid Social,75.66,Yes,2024-05-30,Yes,No,No,No,23,3.972,Churned
NP01118,2024-05-27,2024-05,Paid Social,121.27,Yes,2024-05-30,Yes,Yes,Yes,Yes,141,15.26,Medium Value
NP01301,2024-05-27,2024-05,Email Campaign,16.49,Yes,2024-05-29,No,No,No,No,2,2.9819999999999998,Churned
NP01562,2024-05-27,2024-05,Referral,58.68,Yes,2024-05-28,Yes,Yes,Yes,Yes,121,9.63,Low Value
NP01766,2024-05-27,2024-05,Paid Social,111.21,Yes,2024-05-27,No,No,No,No,8,7.281,Churned
NP02000,2024-05-27,2024-05,Paid Social,99.12,Yes,2024-05-30,Yes,Yes,Yes,Yes,178,12.79,Medium Value
NP01408,2024-05-28,2024-05,Email Campaign,8.92,Yes,2024-05-31,No,No,No,No,6,4.6979999999999995,Churned
NP01591,2024-05-28,2024-05,Paid Social,56.08,Yes,2024-05-30,No,No,No,No,2,4.587,Churned
NP01805,2024-05-28,2024-05,Referral,40.48,Yes,2024-05-31,No,No,No,No,9,2.904,Churned
NP00341,2024-05-29,2024-05,Referral,59.24,No,,No,No,No,No,0,0,Churned
NP00923,2024-05-29,2024-05,Email Campaign,23.19,Yes,2024-05-30,No,No,No,No,9,4.338,Churned
NP00068,2024-05-30,2024-05,Paid Social,60.54,Yes,2024-06-01,Yes,Yes,Yes,Yes,158,18.14,Medium Value
NP02030,2024-05-30,2024-05,Referral,44.67,Yes,2024-05-31,Yes,Yes,Yes,Yes,177,23.7,Medium Value
NP01177,2024-05-31,2024-05,Organic Search,24.36,No,,No,No,No,No,0,0,Churned
NP01950,2024-05-31,2024-05,Organic Search,50.5,Yes,2024-06-02,Yes,Yes,No,No,56,1.329,Churned
NP00083,2024-06-01,2024-06,Email Campaign,26.27,No,,No,No,No,No,0,0,Churned
NP01661,2024-06-01,2024-06,Email Campaign,13.51,No,,No,No,No,No,0,0,Churned
NP01943,2024-06-01,2024-06,Paid Social,64.62,No,,No,No,No,No,0,0,Churned
NP00508,2024-06-02,2024-06,Email Campaign,18.07,No,,No,No,No,No,0,0,Churned
NP00555,2024-06-02,2024-06,Email Campaign,11.7,Yes,2024-06-04,Yes,No,No,No,17,3.7199999999999998,Churned
NP01976,2024-06-02,2024-06,Email Campaign,9.32,No,,No,No,No,No,0,0,Churned
NP02146,2024-06-02,2024-06,Referral,34.39,Yes,2024-06-03,Yes,Yes,Yes,Yes,130,25.7,High Value
NP00387,2024-06-03,2024-06,Paid Social,90.73,Yes,2024-06-06,No,No,No,No,5,2.7239999999999998,Churned
NP01138,2024-06-03,2024-06,Referral,45.46,Yes,2024-06-04,Yes,Yes,Yes,Yes,150,27.56,High Value
NP01525,2024-06-03,2024-06,Organic Search,20.21,Yes,2024-06-03,Yes,Yes,Yes,Yes,177,17.52,Medium Value
NP01576,2024-06-03,2024-06,Email Campaign,18.93,Yes,2024-06-06,Yes,Yes,Yes,Yes,164,10.88,Low Value
NP01602,2024-06-03,2024-06,Paid Social,100.77,Yes,2024-06-05,No,No,No,No,5,4.776,Churned
NP01788,2024-06-03,2024-06,Paid Social,102.48,No,,No,No,No,No,0,0,Churned
NP01880,2024-06-03,2024-06,Organic Search,33.35,No,,No,No,No,No,0,0,Churned
NP00059,2024-06-04,2024-06,Paid Social,66.46,Yes,2024-06-04,Yes,Yes,Yes,Yes,124,17.54,Medium Value
NP00414,2024-06-04,2024-06,Email Campaign,19.96,No,,No,No,No,No,0,0,Churned
NP00441,2024-06-04,2024-06,Referral,60.15,Yes,2024-06-06,Yes,Yes,Yes,Yes,165,20.81,Medium Value
NP00529,2024-06-04,2024-06,Organic Search,46.57,No,,No,No,No,No,0,0,Churned
NP01332,2024-06-04,2024-06,Organic Search,43.02,Yes,2024-06-06,Yes,Yes,No,No,30,9.201,Churned
NP01430,2024-06-04,2024-06,Email Campaign,18.16,No,,No,No,No,No,0,0,Churned
NP02032,2024-06-04,2024-06,Organic Search,46.47,Yes,2024-06-07,No,No,No,No,1,8.571,Churned
NP00828,2024-06-05,2024-06,Paid Social,44.01,No,,No,No,No,No,0,0,Churned
NP00887,2024-06-05,2024-06,Organic Search,26.71,Yes,2024-06-05,Yes,Yes,Yes,Yes,145,24.09,Medium Value
NP01953,2024-06-05,2024-06,Paid Social,56.06,No,,No,No,No,No,0,0,Churned
NP02129,2024-06-05,2024-06,Email Campaign,17.03,Yes,2024-06-06,No,No,No,No,3,4.914,Churned
NP02365,2024-06-05,2024-06,Email Campaign,11.0,Yes,2024-06-06,No,No,No,No,3,0.891,Churned
NP00503,2024-06-06,2024-06,Paid Social,84.61,Yes,2024-06-08,No,No,No,No,6,5.7090000000000005,Churned
NP00612,2024-06-06,2024-06,Email Campaign,19.19,Yes,2024-06-09,No,No,No,No,2,4.428,Churned
NP00879,2024-06-06,2024-06,Email Campaign,10.57,No,,No,No,No,No,0,0,Churned
NP01779,2024-06-06,2024-06,Paid Social,74.1,No,,No,No,No,No,0,0,Churned
NP02231,2024-06-06,2024-06,Paid Social,81.73,Yes,2024-06-06,No,No,No,No,6,4.113,Churned
NP02389,2024-06-06,2024-06,Paid Social,56.59,No,,No,No,No,No,0,0,Churned
NP00633,2024-06-07,2024-06,Referral,51.54,Yes,2024-06-10,Yes,No,No,No,16,4.2509999999999994,Churned
NP01670,2024-06-07,2024-06,Referral,58.85,No,,No,No,No,No,0,0,Churned
NP02094,2024-06-07,2024-06,Paid Social,48.93,Yes,2024-06-10,Yes,Yes,Yes,No,118,14.81,Medium Value
NP00800,2024-06-08,2024-06,Paid Social,91.45,Yes,2024-06-08,No,No,No,No,4,0.6629999999999999,Churned
NP02026,2024-06-08,2024-06,Paid Social,86.91,Yes,2024-06-09,Yes,Yes,No,No,37,5.307,Churned
NP00303,2024-06-09,2024-06,Email Campaign,20.06,Yes,2024-06-12,Yes,No,No,No,24,3.606,Churned
NP00304,2024-06-09,2024-06,Paid Social,86.86,Yes,2024-06-11,Yes,Yes,Yes,No,83,0,Low Value
NP00874,2024-06-09,2024-06,Referral,54.77,Yes,2024-06-09,Yes,Yes,Yes,Yes,127,24.9,Medium Value
NP01966,2024-06-09,2024-06,Organic Search,38.75,Yes,2024-06-12,No,No,No,No,1,5.994,Churned
NP02336,2024-06-09,2024-06,Organic Search,40.99,Yes,2024-06-12,No,No,No,No,2,5.744999999999999,Churned
NP02347,2024-06-09,2024-06,Paid Social,75.61,Yes,2024-06-09,Yes,No,No,No,13,5.172,Churned
NP00067,2024-06-10,2024-06,Paid Social,50.74,Yes,2024-06-13,No,No,No,No,9,1.2269999999999999,Churned
NP00321,2024-06-10,2024-06,Paid Social,70.72,Yes,2024-06-13,Yes,No,No,No,20,0,Churned
NP00860,2024-06-10,2024-06,Referral,48.45,No,,No,No,No,No,0,0,Churned
NP01449,2024-06-10,2024-06,Paid Social,82.33,No,,No,No,No,No,0,0,Churned
NP00967,2024-06-11,2024-06,Email Campaign,5,Yes,2024-06-12,No,No,No,No,4,1.8119999999999998,Churned
NP00978,2024-06-11,2024-06,Referral,39.31,Yes,2024-06-14,No,No,No,No,6,5.4719999999999995,Churned
NP01146,2024-06-11,2024-06,Paid Social,77.47,Yes,2024-06-14,No,No,No,No,7,2.775,Churned
NP01396,2024-06-11,2024-06,Email Campaign,10.89,Yes,2024-06-14,No,No,No,No,6,0,Churned
NP02265,2024-06-11,2024-06,Paid Social,87.89,Yes,2024-06-14,Yes,Yes,Yes,No,102,11.28,Low Value
NP02312,2024-06-11,2024-06,Email Campaign,11.09,No,,No,No,No,No,0,0,Churned
NP00049,2024-06-12,2024-06,Paid Social,103.62,Yes,2024-06-12,Yes,Yes,Yes,Yes,143,17.89,Medium Value
NP00196,2024-06-12,2024-06,Paid Social,57.87,No,,No,No,No,No,0,0,Churned
NP00356,2024-06-12,2024-06,Organic Search,25.47,No,,No,No,No,No,0,0,Churned
NP01017,2024-06-12,2024-06,Paid Social,80.4,No,,No,No,No,No,0,0,Churned
NP01443,2024-06-12,2024-06,Paid Social,58.64,Yes,2024-06-15,No,No,No,No,2,3.789,Churned
NP01471,2024-06-12,2024-06,Paid Social,67.82,No,,No,No,No,No,0,0,Churned
NP02218,2024-06-12,2024-06,Paid Social,88.28,No,,No,No,No,No,0,0,Churned
NP00818,2024-06-13,2024-06,Paid Social,88.39,No,,No,No,No,No,0,0,Churned
NP01019,2024-06-13,2024-06,Organic Search,37.7,No,,No,No,No,No,0,0,Churned
NP01488,2024-06-13,2024-06,Organic Search,35.54,No,,No,No,No,No,0,0,Churned
NP01531,2024-06-13,2024-06,Email Campaign,22.45,Yes,2024-06-16,No,No,No,No,9,4.845,Churned
NP01769,2024-06-13,2024-06,Paid Social,70.84,Yes,2024-06-14,No,No,No,No,2,2.448,Churned
NP02069,2024-06-13,2024-06,Paid Social,110.79,Yes,2024-06-15,No,No,No,No,7,1.398,Churned
NP00293,2024-06-14,2024-06,Paid Social,94.05,No,,No,No,No,No,0,0,Churned
NP00354,2024-06-14,2024-06,Organic Search,28.7,Yes,2024-06-16,Yes,Yes,No,No,53,8.748,Churned
NP00484,2024-06-14,2024-06,Referral,61.81,Yes,2024-06-17,Yes,Yes,Yes,No,114,24.14,Medium Value
NP02124,2024-06-14,2024-06,Paid Social,87.75,No,,No,No,No,No,0,0,Churned
NP00162,2024-06-15,2024-06,Paid Social,94.39,Yes,2024-06-16,Yes,No,No,No,28,0.546,Churned
NP00337,2024-06-15,2024-06,Referral,61.72,No,,No,No,No,No,0,0,Churned
NP01001,2024-06-15,2024-06,Email Campaign,23.54,Yes,2024-06-15,No,No,No,No,5,3.852,Churned
NP00697,2024-06-16,2024-06,Paid Social,110.63,No,,No,No,No,No,0,0,Churned
NP02010,2024-06-16,2024-06,Paid Social,86.84,Yes,2024-06-17,No,No,No,No,3,11.772,Churned
NP02082,2024-06-16,2024-06,Organic Search,46.08,Yes,2024-06-17,Yes,Yes,Yes,Yes,122,0,Low Value
NP00433,2024-06-17,2024-06,Referral,65.03,No,,No,No,No,No,0,0,Churned
NP00769,2024-06-17,2024-06,Referral,79.76,Yes,2024-06-17,Yes,Yes,Yes,Yes,136,40.17,High Value
NP02207,2024-06-17,2024-06,Paid Social,87.57,Yes,2024-06-20,No,No,No,No,4,3.6599999999999997,Churned
NP01290,2024-06-18,2024-06,Organic Search,34.64,No,,No,No,No,No,0,0,Churned
NP01565,2024-06-18,2024-06,Organic Search,37.93,Yes,2024-06-19,Yes,No,No,No,28,6.590999999999999,Churned
NP02064,2024-06-18,2024-06,Email Campaign,20.8,No,,No,No,No,No,0,0,Churned
NP00629,2024-06-19,2024-06,Organic Search,35.63,Yes,2024-06-22,Yes,No,No,No,25,9.818999999999999,Churned
NP00644,2024-06-19,2024-06,Email Campaign,19.8,Yes,2024-06-19,Yes,No,No,No,12,1.2299999999999998,Churned
NP00832,2024-06-19,2024-06,Paid Social,62.24,Yes,2024-06-20,Yes,No,No,No,18,1.6440000000000001,Churned
NP00943,2024-06-19,2024-06,Paid Social,94.97,Yes,2024-06-22,No,No,No,No,2,5.748,Churned
NP01088,2024-06-19,2024-06,Organic Search,32.57,No,,No,No,No,No,0,0,Churned
NP00309,2024-06-20,2024-06,Referral,71.24,Yes,2024-06-21,No,No,No,No,6,7.976999999999999,Churned
NP01308,2024-06-20,2024-06,Paid Social,81.02,Yes,2024-06-21,No,No,No,No,8,0,Churned
NP01553,2024-06-20,2024-06,Referral,49.16,No,,No,No,No,No,0,0,Churned
NP01601,2024-06-20,2024-06,Referral,38.75,Yes,2024-06-22,No,No,No,No,3,6.648,Churned
NP02059,2024-06-20,2024-06,Paid Social,101.16,No,,No,No,No,No,0,0,Churned
NP02102,2024-06-20,2024-06,Paid Social,83.89,No,,No,No,No,No,0,0,Churned
NP00704,2024-06-21,2024-06,Organic Search,35.49,Yes,2024-06-24,Yes,Yes,Yes,Yes,179,41.23,High Value
NP02100,2024-06-21,2024-06,Paid Social,93.06,No,,No,No,No,No,0,0,Churned
NP00331,2024-06-22,2024-06,Email Campaign,20.68,No,,No,No,No,No,0,0,Churned
NP00369,2024-06-22,2024-06,Email Campaign,10.35,No,,No,No,No,No,0,0,Churned
NP00432,2024-06-22,2024-06,Referral,41.9,No,,No,No,No,No,0,0,Churned
NP00561,2024-06-22,2024-06,Organic Search,39.35,Yes,2024-06-24,Yes,Yes,Yes,Yes,154,12.45,Medium Value
NP01051,2024-06-22,2024-06,Paid Social,89.31,No,,No,No,No,No,0,0,Churned
NP01898,2024-06-22,2024-06,Paid Social,83.37,Yes,2024-06-24,No,No,No,No,2,1.5059999999999998,Churned
NP00280,2024-06-23,2024-06,Email Campaign,22.34,No,,No,No,No,No,0,0,Churned
NP00620,2024-06-23,2024-06,Organic Search,41.59,Yes,2024-06-26,Yes,Yes,Yes,Yes,167,20.26,Medium Value
NP01259,2024-06-23,2024-06,Paid Social,61.05,Yes,2024-06-24,No,No,No,No,5,2.184,Churned
NP01754,2024-06-23,2024-06,Referral,33.44,No,,No,No,No,No,0,0,Churned
NP00135,2024-06-24,2024-06,Email Campaign,20.41,Yes,2024-06-25,No,No,No,No,10,3.99,Churned
NP00692,2024-06-24,2024-06,Organic Search,36.54,Yes,2024-06-27,Yes,Yes,Yes,No,117,23.04,Medium Value
NP00793,2024-06-24,2024-06,Organic Search,57.36,No,,No,No,No,No,0,0,Churned
NP00888,2024-06-24,2024-06,Email Campaign,28.34,Yes,2024-06-24,No,No,No,No,5,2.496,Churned
NP01640,2024-06-24,2024-06,Paid Social,71.32,Yes,2024-06-24,Yes,Yes,Yes,Yes,134,3.58,Low Value
NP02211,2024-06-24,2024-06,Organic Search,41.03,Yes,2024-06-27,Yes,Yes,No,No,38,5.486999999999999,Churned
NP00866,2024-06-25,2024-06,Organic Search,40.45,No,,No,No,No,No,0,0,Churned
NP01649,2024-06-25,2024-06,Email Campaign,13.53,No,,No,No,No,No,0,0,Churned
NP01741,2024-06-25,2024-06,Organic Search,37.37,Yes,2024-06-28,No,No,No,No,5,1.452,Churned
NP00011,2024-06-26,2024-06,Paid Social,96.43,No,,No,No,No,No,0,0,Churned
NP00016,2024-06-26,2024-06,Email Campaign,26.25,Yes,2024-06-27,Yes,Yes,Yes,No,100,0,Low Value
NP00071,2024-06-26,2024-06,Paid Social,112.27,No,,No,No,No,No,0,0,Churned
NP00090,2024-06-26,2024-06,Organic Search,32.5,Yes,2024-06-28,Yes,Yes,Yes,Yes,131,15.02,Medium Value
NP00407,2024-06-26,2024-06,Referral,52.51,Yes,2024-06-29,No,No,No,No,2,3.666,Churned
NP00682,2024-06-26,2024-06,Organic Search,39.99,Yes,2024-06-28,No,No,No,No,5,7.148999999999999,Churned
NP01578,2024-06-26,2024-06,Organic Search,15.69,No,,No,No,No,No,0,0,Churned
NP00444,2024-06-27,2024-06,Organic Search,22.64,Yes,2024-06-27,No,No,No,No,5,7.973999999999999,Churned
NP00844,2024-06-27,2024-06,Email Campaign,11.47,No,,No,No,No,No,0,0,Churned
NP01149,2024-06-27,2024-06,Paid Social,97.96,Yes,2024-06-30,Yes,Yes,Yes,Yes,143,8.36,Low Value
NP01381,2024-06-27,2024-06,Organic Search,33.02,Yes,2024-06-30,No,No,No,No,3,3.816,Churned
NP01566,2024-06-27,2024-06,Paid Social,80.35,Yes,2024-06-30,No,No,No,No,5,2.358,Churned
NP01652,2024-06-27,2024-06,Referral,66.78,Yes,2024-06-27,Yes,Yes,Yes,Yes,124,17.07,Medium Value
NP01975,2024-06-27,2024-06,Organic Search,36.55,Yes,2024-06-30,Yes,No,No,No,26,2.9789999999999996,Churned
NP00817,2024-06-28,2024-06,Paid Social,51.53,Yes,2024-06-30,Yes,Yes,Yes,Yes,131,0,Low Value
NP00829,2024-06-28,2024-06,Organic Search,28.4,Yes,2024-07-01,No,No,No,No,1,2.877,Churned
NP01436,2024-06-28,2024-06,Organic Search,49.33,Yes,2024-06-30,Yes,Yes,Yes,Yes,170,27.77,High Value
NP01851,2024-06-28,2024-06,Referral,60.95,Yes,2024-06-30,Yes,Yes,Yes,Yes,159,33.18,High Value
